animal_id,outcome_type
A701957,Adoption
A742541,Transfer
A664339,Transfer
A693332,Adoption
A723724,Transfer
A697787,Adoption
A686811,Adoption
A725564,Adoption
A707621,Transfer
A712518,Adoption
A667575,Transfer
A731191,Transfer
A748705,Adoption
A704750,Disposal
A683516,Adoption
A758825,Transfer
A756363,Adoption
A730138,Adoption
A677462,Transfer
A711470,Adoption
A757464,Transfer
A724675,Adoption
A709089,Transfer
A753582,Return to Owner
A722014,Adoption
A712283,Adoption
A676469,Euthanasia
A706577,Transfer
A687009,Transfer
A752529,Adoption
A756468,Adoption
A708730,Transfer
A587439,Return to Owner
A611952,Transfer
A747679,Adoption
A755850,Adoption
A716975,Adoption
A690112,Adoption
A734457,Adoption
A703057,Transfer
A737171,Return to Owner
A683139,Transfer
A723107,Transfer
A757692,Transfer
A668269,Adoption
A710911,Transfer
A748893,Adoption
A714576,Adoption
A760833,Return to Owner
A729620,Transfer
A719198,Transfer
A699963,Adoption
A699979,Adoption
A721799,Adoption
A680836,Adoption
A667624,Adoption
A690493,Adoption
A662427,Return to Owner
A756986,Transfer
A761403,Adoption
A743736,Adoption
A667150,Return to Owner
A751559,Euthanasia
A706995,Adoption
A722641,Transfer
A669211,Return to Owner
A676822,Adoption
A709966,Return to Owner
A676346,Transfer
A755543,Transfer
A727891,Adoption
A750561,Adoption
A723217,Transfer
A706070,Adoption
A686866,Adoption
A712140,Transfer
A711835,Transfer
A737175,Adoption
A760425,Adoption
A694307,Transfer
A740300,Transfer
A634503,Transfer
A682119,Transfer
A676117,Return to Owner
A752385,Transfer
A750175,Adoption
A648012,Adoption
A755782,Transfer
A670353,Adoption
A695641,Adoption
A744174,Disposal
A669712,Adoption
A676208,Transfer
A757357,Transfer
A706293,Return to Owner
A704583,Transfer
A674636,Transfer
A650694,Adoption
A696693,Return to Owner
A705822,Transfer
A674616,Adoption
A588707,Return to Owner
A648094,Adoption
A729125,Adoption
A694782,Return to Owner
A760414,Adoption
A678701,Adoption
A617123,Adoption
A678646,Return to Owner
A743009,Adoption
A664786,Transfer
A736889,Euthanasia
A731369,Transfer
A697467,Transfer
A674170,Adoption
A701195,Adoption
A671093,Adoption
A710729,Adoption
A757423,Transfer
A711580,Adoption
A735129,Return to Owner
A749297,Transfer
A736552,Transfer
A717285,Transfer
A718109,Return to Owner
A732739,Adoption
A679738,Transfer
A710877,Adoption
A764915,Transfer
A734419,Adoption
A708308,Transfer
A688495,Return to Owner
A677413,Return to Owner
A755877,Adoption
A759996,Adoption
A752928,Transfer
A706889,Adoption
A676405,Adoption
A667192,Adoption
A698749,Adoption
A705208,Transfer
A671125,Adoption
A761404,Adoption
A694848,Transfer
A664571,Adoption
A723718,Adoption
A751630,Transfer
A750574,Transfer
A742265,Transfer
A757691,Transfer
A669579,Transfer
A705055,Adoption
A696648,Adoption
A733521,Adoption
A759615,Adoption
A689597,Adoption
A757412,Adoption
A757367,Transfer
A761674,Adoption
A689186,Transfer
A689774,Adoption
A671712,Adoption
A721417,Adoption
A705978,Adoption
A754063,Transfer
A752417,Adoption
A755595,Transfer
A667149,Adoption
A713932,Adoption
A713542,Adoption
A681414,Transfer
A667320,Adoption
A670006,Return to Owner
A687654,Adoption
A756172,Transfer
A755300,Adoption
A719654,Adoption
A737138,Return to Owner
A671256,Transfer
A762982,Adoption
A724741,Adoption
A748769,Transfer
A765012,Adoption
A674744,Transfer
A738471,Adoption
A754714,Transfer
A729332,Transfer
A734156,Adoption
A750639,Transfer
A693540,Adoption
A759212,Return to Owner
A678308,Adoption
A678986,Transfer
A723338,Adoption
A729437,Adoption
A668611,Adoption
A710398,Adoption
A758137,Adoption
A712791,Adoption
A731161,Adoption
A717868,Transfer
A713490,Adoption
A694115,Adoption
A749922,Adoption
A693837,Transfer
A725142,Transfer
A668096,Transfer
A704971,Adoption
A665554,Return to Owner
A281542,Return to Owner
A687903,Transfer
A726348,Return to Owner
A711573,Adoption
A729987,Return to Owner
A751196,Transfer
A685257,Return to Owner
A722952,Transfer
A730866,Adoption
A739001,Adoption
A685673,Transfer
A680808,Adoption
A711407,Transfer
A708131,Adoption
A719265,Transfer
A664513,Adoption
A735834,Adoption
A696385,Adoption
A711058,Transfer
A691615,Adoption
A753401,Return to Owner
A730259,Transfer
A695494,Transfer
A701048,Euthanasia
A669792,Transfer
A756635,Transfer
A728668,Adoption
A758050,Adoption
A668752,Return to Owner
A673522,Transfer
A706086,Adoption
A676423,Adoption
A665034,Transfer
A669680,Adoption
A715128,Adoption
A682625,Adoption
A696111,Adoption
A752794,Adoption
A722545,Transfer
A690994,Adoption
A744483,Return to Owner
A706648,Adoption
A761382,Transfer
A703670,Adoption
A674127,Adoption
A699014,Transfer
A747983,Adoption
A722602,Transfer
A694701,Adoption
A708061,Transfer
A752503,Transfer
A754750,Transfer
A732918,Transfer
A723755,Adoption
A699614,Adoption
A696049,Transfer
A673405,Euthanasia
A674442,Adoption
A728972,Adoption
A687714,Return to Owner
A701976,Adoption
A709050,Adoption
A699755,Adoption
A703391,Return to Owner
A699626,Adoption
A681994,Transfer
A713751,Return to Owner
A717532,Adoption
A690728,Adoption
A667983,Transfer
A692152,Adoption
A681811,Transfer
A746626,Adoption
A746904,Adoption
A719033,Return to Owner
A745752,Adoption
A757428,Transfer
A737162,Transfer
A681815,Transfer
A750046,Adoption
A665979,Adoption
A689277,Adoption
A665471,Adoption
A759957,Return to Owner
A702571,Adoption
A736830,Transfer
A744636,Adoption
A667407,Adoption
A728046,Transfer
A713539,Transfer
A664972,Adoption
A400498,Return to Owner
A713510,Transfer
A694923,Return to Owner
A705832,Transfer
A721684,Adoption
A682358,Adoption
A690614,Adoption
A753136,Adoption
A719176,Return to Owner
A454208,Return to Owner
A701149,Adoption
A674311,Adoption
A690297,Transfer
A664003,Adoption
A757268,Transfer
A668106,Transfer
A593868,Return to Owner
A724012,Transfer
A747990,Adoption
A685283,Transfer
A736772,Adoption
A738409,Transfer
A692557,Transfer
A763875,Adoption
A726469,Adoption
A714261,Transfer
A701349,Transfer
A667374,Adoption
A711069,Transfer
A726671,Transfer
A704238,Adoption
A578097,Adoption
A718635,Adoption
A739135,Transfer
A678099,Adoption
A734014,Transfer
A367012,Return to Owner
A703284,Adoption
A682343,Adoption
A690590,Euthanasia
A686746,Transfer
A688543,Transfer
A707963,Adoption
A722471,Transfer
A694507,Return to Owner
A718657,Adoption
A694815,Return to Owner
A671126,Adoption
A758722,Adoption
A752812,Adoption
A733890,Transfer
A680670,Adoption
A726184,Adoption
A688120,Adoption
A718917,Transfer
A752712,Transfer
A680991,Transfer
A726284,Return to Owner
A741615,Transfer
A675491,Adoption
A623498,Adoption
A677626,Adoption
A690358,Transfer
A736641,Return to Owner
A675270,Transfer
A742016,Return to Owner
A726552,Adoption
A730839,Adoption
A666132,Adoption
A714213,Transfer
A756760,Adoption
A715027,Adoption
A677983,Adoption
A727837,Transfer
A737056,Transfer
A707588,Transfer
A744726,Euthanasia
A703062,Transfer
A752561,Disposal
A719764,Adoption
A738206,Transfer
A730688,Adoption
A638060,Transfer
A763833,Transfer
A720669,Adoption
A654218,Adoption
A714071,Adoption
A689785,Return to Owner
A686002,Transfer
A619107,Adoption
A689526,Return to Owner
A691721,Adoption
A730072,Adoption
A709218,Transfer
A668192,Adoption
A580140,Return to Owner
A678090,Transfer
A743465,Adoption
A753979,Transfer
A716695,Adoption
A685067,Transfer
A724762,Return to Owner
A713565,Return to Owner
A712896,Adoption
A693556,Adoption
A722970,Transfer
A669524,Euthanasia
A717599,Transfer
A673037,Transfer
A689647,Adoption
A684865,Adoption
A675426,Transfer
A700323,Adoption
A684964,Transfer
A764018,Transfer
A747973,Transfer
A709371,Adoption
A722186,Transfer
A735628,Return to Owner
A720853,Return to Owner
A710573,Transfer
A696415,Adoption
A706484,Return to Owner
A721384,Return to Owner
A703482,Adoption
A648065,Return to Owner
A697491,Adoption
A729853,Transfer
A734089,Adoption
A666120,Adoption
A748261,Adoption
A690989,Transfer
A671558,Adoption
A691179,Euthanasia
A681478,Transfer
A724688,Adoption
A682347,Transfer
A750059,Adoption
A749198,Transfer
A681476,Adoption
A738328,Return to Owner
A757907,Adoption
A692395,Adoption
A683397,Return to Owner
A693773,Adoption
A710644,Adoption
A727651,Adoption
A754984,Disposal
A700129,Transfer
A689021,Adoption
A742133,Transfer
A712782,Transfer
A721268,Transfer
A753241,Adoption
A746365,Adoption
A695910,Adoption
A671294,Adoption
A758131,Transfer
A725067,Adoption
A723823,Adoption
A694968,Adoption
A747870,Adoption
A679987,Adoption
A718675,Adoption
A701548,Adoption
A669960,Transfer
A679313,Transfer
A685520,Transfer
A674521,Transfer
A753031,Adoption
A758239,Adoption
A681219,Adoption
A699002,Adoption
A700635,Transfer
A664995,Transfer
A459766,Adoption
A675247,Transfer
A642475,Return to Owner
A680407,Adoption
A710169,Adoption
A698059,Transfer
A662912,Adoption
A749534,Adoption
A679111,Adoption
A679773,Return to Owner
A752741,Adoption
A680389,Euthanasia
A672443,Adoption
A732972,Euthanasia
A703309,Transfer
A760724,Adoption
A543073,Return to Owner
A752334,Adoption
A698476,Return to Owner
A677098,Transfer
A669326,Transfer
A754451,Transfer
A684940,Transfer
A742031,Adoption
A723198,Adoption
A704796,Adoption
A706068,Adoption
A681021,Adoption
A720625,Transfer
A705963,Transfer
A688434,Adoption
A668141,Transfer
A591775,Return to Owner
A726012,Transfer
A623204,Transfer
A736579,Adoption
A726853,Adoption
A759736,Adoption
A668740,Adoption
A754430,Transfer
A703867,Transfer
A733403,Adoption
A707386,Transfer
A732204,Adoption
A673311,Adoption
A713939,Return to Owner
A746118,Transfer
A645645,Adoption
A667210,Return to Owner
A753282,Transfer
A676307,Transfer
A709593,Transfer
A528477,Return to Owner
A709279,Adoption
A668373,Adoption
A738858,Transfer
A704297,Transfer
A688522,Adoption
A701598,Transfer
A698406,Adoption
A748666,Transfer
A672406,Euthanasia
A690754,Adoption
A718281,Adoption
A612816,Adoption
A690251,Transfer
A733019,Transfer
A699298,Adoption
A683078,Return to Owner
A684186,Adoption
A670616,Adoption
A719927,Return to Owner
A722340,Transfer
A735803,Transfer
A689827,Return to Owner
A716999,Adoption
A733526,Transfer
A684050,Transfer
A677641,Adoption
A706515,Adoption
A697053,Transfer
A760532,Adoption
A674708,Adoption
A762765,Adoption
A694606,Transfer
A684958,Transfer
A765531,Adoption
A667199,Transfer
A690349,Adoption
A686828,Transfer
A674707,Transfer
A754661,Transfer
A731977,Transfer
A692819,Adoption
A763761,Adoption
A700221,Return to Owner
A689343,Adoption
A670012,Adoption
A678962,Transfer
A751735,Transfer
A733829,Return to Owner
A685885,Adoption
A706069,Adoption
A727376,Transfer
A724782,Adoption
A716372,Adoption
A684795,Transfer
A672254,Adoption
A698754,Adoption
A718699,Adoption
A760654,Return to Owner
A760572,Transfer
A693715,Transfer
A693994,Transfer
A684618,Transfer
A665152,Transfer
A763193,Transfer
A728869,Transfer
A763663,Adoption
A669831,Transfer
A692000,Adoption
A666639,Adoption
A689715,Transfer
A674387,Transfer
A760575,Transfer
A705120,Transfer
A746927,Adoption
A684841,Adoption
A664295,Transfer
A689987,Return to Owner
A676653,Transfer
A705846,Adoption
A335950,Return to Owner
A724881,Adoption
A755908,Adoption
A670379,Adoption
A735935,Adoption
A711889,Transfer
A708611,Return to Owner
A755698,Adoption
A732255,Adoption
A706206,Adoption
A693030,Adoption
A665251,Transfer
A735785,Adoption
A668772,Adoption
A752170,Transfer
A742370,Adoption
A762429,Adoption
A754046,Return to Owner
A748247,Adoption
A673365,Adoption
A761976,Transfer
A678785,Adoption
A675012,Transfer
A750736,Adoption
A665968,Return to Owner
A710132,Adoption
A690543,Adoption
A694600,Adoption
A707943,Adoption
A729192,Transfer
A741378,Adoption
A736186,Transfer
A711946,Adoption
A691507,Transfer
A665239,Transfer
A674651,Adoption
A666875,Transfer
A698526,Adoption
A759982,Adoption
A676270,Adoption
A680770,Transfer
A667240,Adoption
A740574,Transfer
A683971,Adoption
A732311,Adoption
A728326,Adoption
A680941,Transfer
A661631,Return to Owner
A748396,Adoption
A711850,Adoption
A707083,Transfer
A686211,Adoption
A706776,Adoption
A723121,Return to Owner
A740319,Adoption
A521316,Return to Owner
A759748,Transfer
A710590,Adoption
A764731,Adoption
A716844,Adoption
A751066,Adoption
A719421,Transfer
A685358,Transfer
A689139,Adoption
A671056,Adoption
A693539,Adoption
A669945,Return to Owner
A683641,Adoption
A665745,Adoption
A674208,Transfer
A700410,Adoption
A747382,Adoption
A725062,Transfer
A723159,Euthanasia
A730085,Adoption
A699899,Transfer
A700171,Adoption
A702187,Adoption
A743508,Adoption
A745764,Transfer
A688132,Adoption
A709365,Adoption
A733742,Transfer
A749540,Transfer
A755506,Transfer
A753509,Adoption
A722185,Adoption
A672545,Adoption
A731998,Transfer
A713430,Transfer
A712540,Adoption
A689660,Return to Owner
A757445,Transfer
A670662,Adoption
A690838,Adoption
A758364,Transfer
A726126,Adoption
A704246,Adoption
A734429,Adoption
A722521,Transfer
A759035,Transfer
A712666,Adoption
A753891,Transfer
A765590,Transfer
A683243,Transfer
A738503,Adoption
A729649,Return to Owner
A731997,Transfer
A699344,Adoption
A758836,Adoption
A704085,Transfer
A693049,Adoption
A561980,Transfer
A725685,Return to Owner
A746165,Transfer
A763346,Transfer
A676785,Adoption
A686739,Transfer
A700881,Return to Owner
A727384,Transfer
A706095,Transfer
A665190,Transfer
A711297,Adoption
A737324,Adoption
A616205,Transfer
A668566,Adoption
A670513,Adoption
A707148,Transfer
A753111,Transfer
A703612,Adoption
A699960,Adoption
A666035,Adoption
A686283,Adoption
A703717,Adoption
A696229,Adoption
A764987,Return to Owner
A679180,Transfer
A680276,Adoption
A391512,Adoption
A690565,Transfer
A751571,Adoption
A718167,Transfer
A674568,Transfer
A740874,Adoption
A735933,Transfer
A760662,Adoption
A765547,Transfer
A677022,Transfer
A688941,Transfer
A678692,Adoption
A759062,Transfer
A690476,Transfer
A762863,Return to Owner
A711465,Adoption
A684497,Transfer
A725583,Transfer
A760018,Adoption
A624053,Return to Owner
A754354,Adoption
A711019,Adoption
A764039,Adoption
A738487,Return to Owner
A687037,Return to Owner
A750937,Transfer
A674269,Transfer
A749504,Transfer
A691752,Transfer
A702881,Adoption
A718538,Return to Owner
A760666,Adoption
A710576,Adoption
A335182,Return to Owner
A677071,Adoption
A677539,Transfer
A762008,Transfer
A702845,Adoption
A672416,Transfer
A729572,Adoption
A727927,Transfer
A735559,Adoption
A718030,Transfer
A734479,Transfer
A724328,Transfer
A731230,Transfer
A692144,Adoption
A684096,Adoption
A732818,Adoption
A732957,Adoption
A706210,Transfer
A719874,Adoption
A363653,Return to Owner
A665226,Adoption
A751369,Adoption
A708042,Adoption
A722793,Adoption
A725375,Adoption
A747630,Transfer
A753624,Transfer
A720640,Transfer
A730113,Return to Owner
A706278,Return to Owner
A745613,Transfer
A746494,Adoption
A706917,Transfer
A724626,Transfer
A748310,Return to Owner
A734931,Transfer
A746177,Return to Owner
A670928,Transfer
A726190,Transfer
A732193,Adoption
A710260,Adoption
A753502,Adoption
A744520,Transfer
A737320,Transfer
A714705,Transfer
A696152,Adoption
A740672,Adoption
A680167,Transfer
A710043,Transfer
A720547,Return to Owner
A667464,Adoption
A603908,Adoption
A756395,Adoption
A738553,Adoption
A746301,Adoption
A704579,Return to Owner
A687410,Adoption
A752939,Adoption
A684882,Adoption
A735511,Transfer
A681090,Return to Owner
A687722,Transfer
A755606,Transfer
A762262,Transfer
A680047,Transfer
A690304,Adoption
A682673,Transfer
A721333,Adoption
A696799,Adoption
A674652,Transfer
A713792,Transfer
A740247,Adoption
A736943,Adoption
A670236,Transfer
A666888,Adoption
A719662,Transfer
A749912,Adoption
A695739,Transfer
A709952,Adoption
A673804,Adoption
A742737,Adoption
A720453,Transfer
A733260,Transfer
A706472,Adoption
A701234,Transfer
A709624,Transfer
A655958,Adoption
A689859,Adoption
A718385,Transfer
A724099,Transfer
A569136,Return to Owner
A749834,Adoption
A703468,Adoption
A692931,Adoption
A725676,Return to Owner
A708146,Adoption
A664619,Adoption
A714505,Return to Owner
A752783,Transfer
A708476,Adoption
A707952,Adoption
A735500,Adoption
A358697,Return to Owner
A746399,Adoption
A760540,Return to Owner
A708175,Adoption
A689295,Adoption
A711126,Adoption
A716516,Transfer
A649629,Adoption
A500955,Transfer
A733350,Transfer
A688420,Adoption
A748210,Adoption
A702645,Adoption
A754235,Adoption
A675616,Transfer
A676558,Transfer
A667142,Adoption
A765226,Adoption
A690401,Transfer
A684329,Adoption
A690773,Transfer
A673121,Return to Owner
A688208,Transfer
A675129,Adoption
A727100,Adoption
A748527,Adoption
A711724,Transfer
A734701,Return to Owner
A668367,Euthanasia
A687608,Transfer
A683065,Adoption
A731568,Adoption
A706500,Transfer
A681475,Adoption
A717052,Transfer
A735608,Adoption
A733487,Transfer
A707376,Adoption
A659832,Adoption
A690103,Transfer
A633175,Return to Owner
A705511,Adoption
A705238,Return to Owner
A689314,Adoption
A722107,Adoption
A722740,Transfer
A664919,Adoption
A765290,Transfer
A679617,Adoption
A669781,Adoption
A696633,Transfer
A707139,Transfer
A742295,Transfer
A694016,Adoption
A676888,Adoption
A710684,Transfer
A754671,Adoption
A689632,Adoption
A716019,Transfer
A715347,Adoption
A757574,Adoption
A617461,Adoption
A716676,Adoption
A711576,Transfer
A678233,Transfer
A706652,Adoption
A669457,Transfer
A693338,Transfer
A726891,Adoption
A707178,Transfer
A701139,Transfer
A604602,Transfer
A757971,Adoption
A688702,Transfer
A677766,Adoption
A736339,Transfer
A724467,Transfer
A683251,Transfer
A697815,Return to Owner
A758614,Transfer
A753662,Adoption
A694522,Adoption
A727598,Transfer
A721836,Adoption
A712224,Return to Owner
A678056,Transfer
A692936,Return to Owner
A712479,Adoption
A710578,Transfer
A749359,Transfer
A728823,Adoption
A657728,Return to Owner
A743795,Return to Owner
A738016,Adoption
A738220,Adoption
A671292,Return to Owner
A720155,Transfer
A732664,Adoption
A700610,Transfer
A718840,Transfer
A751672,Return to Owner
A682194,Return to Owner
A749124,Transfer
A707761,Adoption
A695218,Adoption
A752354,Adoption
A677985,Adoption
A747649,Adoption
A760644,Adoption
A724373,Transfer
A722506,Adoption
A667076,Adoption
A697478,Transfer
A749345,Transfer
A719194,Adoption
A751642,Adoption
A665172,Adoption
A685967,Return to Owner
A707701,Transfer
A711261,Adoption
A676372,Adoption
A664953,Transfer
A720671,Transfer
A450780,Return to Owner
A725300,Adoption
A647492,Return to Owner
A703765,Adoption
A735013,Return to Owner
A666177,Return to Owner
A753733,Transfer
A679189,Adoption
A709137,Adoption
A667300,Adoption
A688972,Adoption
A717729,Adoption
A676256,Transfer
A728271,Transfer
A749568,Transfer
A699799,Adoption
A746379,Transfer
A705967,Transfer
A670066,Adoption
A673243,Return to Owner
A714086,Transfer
A703551,Transfer
A661612,Transfer
A680063,Adoption
A679983,Adoption
A694419,Adoption
A765914,Transfer
A723717,Adoption
A705625,Adoption
A765084,Return to Owner
A718254,Adoption
A692813,Transfer
A712188,Transfer
A718058,Adoption
A676351,Transfer
A565123,Transfer
A761760,Adoption
A582826,Return to Owner
A691899,Adoption
A758058,Adoption
A689899,Transfer
A669590,Adoption
A664916,Transfer
A683379,Transfer
A738697,Transfer
A757159,Transfer
A753049,Adoption
A743772,Adoption
A675541,Transfer
A699560,Return to Owner
A689390,Transfer
A764548,Return to Owner
A726747,Adoption
A672531,Adoption
A683569,Adoption
A708518,Return to Owner
A708786,Transfer
A718086,Adoption
A717606,Adoption
A687770,Adoption
A664225,Return to Owner
A697104,Adoption
A754682,Return to Owner
A711523,Transfer
A714106,Adoption
A716027,Return to Owner
A685891,Adoption
A716559,Adoption
A692708,Adoption
A680233,Transfer
A749663,Transfer
A736759,Transfer
A720529,Adoption
A725978,Adoption
A677360,Adoption
A678270,Adoption
A697738,Adoption
A659896,Adoption
A686529,Transfer
A747505,Adoption
A763928,Transfer
A663878,Adoption
A702507,Adoption
A672237,Adoption
A730727,Transfer
A756922,Adoption
A732924,Transfer
A627909,Adoption
A665216,Transfer
A547472,Return to Owner
A761929,Adoption
A747665,Adoption
A674072,Transfer
A719026,Adoption
A709616,Transfer
A741392,Transfer
A616559,Adoption
A747962,Adoption
A759743,Adoption
A650144,Adoption
A690538,Adoption
A714879,Transfer
A698941,Adoption
A717156,Transfer
A664746,Adoption
A679934,Adoption
A757843,Adoption
A709691,Adoption
A705998,Transfer
A731168,Transfer
A679294,Transfer
A643536,Adoption
A740303,Transfer
A726411,Return to Owner
A712396,Adoption
A675288,Transfer
A681876,Adoption
A732140,Adoption
A707514,Transfer
A711803,Transfer
A755096,Return to Owner
A709434,Transfer
A664113,Adoption
A689136,Adoption
A705373,Transfer
A672538,Transfer
A662489,Adoption
A719204,Adoption
A725181,Transfer
A674220,Return to Owner
A756274,Adoption
A751842,Adoption
A763080,Adoption
A721479,Transfer
A673364,Adoption
A689986,Adoption
A706775,Adoption
A758326,Transfer
A710392,Return to Owner
A683122,Transfer
A688665,Transfer
A686364,Adoption
A753160,Adoption
A733869,Adoption
A731785,Transfer
A730102,Adoption
A742156,Transfer
A695822,Adoption
A723559,Adoption
A752261,Transfer
A704880,Transfer
A672471,Euthanasia
A702658,Adoption
A654191,Return to Owner
A755182,Adoption
A687358,Adoption
A734253,Adoption
A760293,Adoption
A723188,Return to Owner
A749314,Adoption
A674632,Return to Owner
A636102,Adoption
A754097,Transfer
A757732,Transfer
A689198,Adoption
A764945,Return to Owner
A716760,Adoption
A686914,Return to Owner
A539388,Adoption
A747250,Transfer
A764680,Euthanasia
A729419,Adoption
A748505,Adoption
A674192,Adoption
A711970,Transfer
A748063,Adoption
A749210,Adoption
A680712,Adoption
A684660,Transfer
A753899,Transfer
A750545,Transfer
A747109,Transfer
A703824,Adoption
A685797,Transfer
A710246,Adoption
A757490,Adoption
A692384,Adoption
A763350,Transfer
A759456,Transfer
A757303,Transfer
A684843,Adoption
A743565,Adoption
A705603,Adoption
A664233,Transfer
A666711,Transfer
A694496,Adoption
A751149,Adoption
A705709,Return to Owner
A748076,Transfer
A730816,Adoption
A703357,Transfer
A734752,Adoption
A706279,Transfer
A688330,Adoption
A690074,Transfer
A686941,Transfer
A483604,Adoption
A683709,Adoption
A693121,Adoption
A679620,Transfer
A725339,Transfer
A748296,Return to Owner
A718319,Adoption
A632891,Return to Owner
A694429,Adoption
A701142,Transfer
A756355,Transfer
A680313,Adoption
A737945,Adoption
A727910,Transfer
A691277,Transfer
A668521,Return to Owner
A702503,Transfer
A725070,Adoption
A741695,Adoption
A764526,Adoption
A749391,Adoption
A742155,Adoption
A670180,Transfer
A723109,Adoption
A747568,Adoption
A709385,Adoption
A663731,Return to Owner
A699591,Adoption
A765399,Adoption
A759745,Adoption
A695270,Adoption
A685190,Transfer
A683137,Adoption
A701523,Transfer
A715721,Adoption
A700406,Transfer
A682718,Transfer
A739096,Transfer
A721734,Adoption
A665225,Adoption
A746510,Adoption
A699707,Adoption
A734304,Adoption
A692848,Transfer
A737110,Adoption
A677585,Transfer
A673603,Transfer
A741797,Adoption
A756733,Transfer
A733399,Adoption
A680351,Transfer
A735071,Return to Owner
A763259,Adoption
A678946,Adoption
A705484,Transfer
A732660,Transfer
A696535,Adoption
A689473,Adoption
A706157,Adoption
A762093,Transfer
A674587,Return to Owner
A721617,Adoption
A702075,Transfer
A664528,Adoption
A751899,Adoption
A745587,Return to Owner
A728801,Adoption
A765308,Adoption
A669725,Adoption
A757644,Transfer
A723454,Return to Owner
A708568,Transfer
A740588,Adoption
A706058,Adoption
A601863,Transfer
A601696,Adoption
A755883,Transfer
A730712,Adoption
A731702,Adoption
A727106,Adoption
A717680,Adoption
A668098,Transfer
A730341,Transfer
A756033,Transfer
A679878,Adoption
A692413,Adoption
A668561,Transfer
A708810,Transfer
A746679,Adoption
A696915,Transfer
A698819,Adoption
A760363,Adoption
A732389,Transfer
A757737,Adoption
A755148,Transfer
A717882,Adoption
A765815,Transfer
A688684,Transfer
A748096,Adoption
A763327,Adoption
A732457,Transfer
A667455,Adoption
A667038,Adoption
A688550,Adoption
A724634,Transfer
A752916,Adoption
A755020,Transfer
A707637,Transfer
A761441,Adoption
A684035,Transfer
A687609,Adoption
A743376,Return to Owner
A736610,Adoption
A676587,Adoption
A675525,Transfer
A716095,Transfer
A679943,Adoption
A759845,Adoption
A640993,Adoption
A677750,Adoption
A713717,Adoption
A741861,Adoption
A764966,Transfer
A706631,Transfer
A666429,Return to Owner
A723742,Adoption
A712320,Adoption
A737153,Return to Owner
A689541,Return to Owner
A760273,Transfer
A701641,Adoption
A730049,Transfer
A681472,Transfer
A746822,Transfer
A748203,Adoption
A754709,Euthanasia
A687908,Transfer
A734767,Adoption
A744026,Return to Owner
A675806,Adoption
A746582,Transfer
A674404,Transfer
A707853,Adoption
A739521,Adoption
A710001,Transfer
A706115,Adoption
A731819,Adoption
A737919,Adoption
A730318,Adoption
A684763,Adoption
A670009,Adoption
A728796,Adoption
A714658,Adoption
A741962,Adoption
A712424,Transfer
A631781,Return to Owner
A695074,Transfer
A678689,Adoption
A730966,Return to Owner
A665691,Adoption
A713537,Adoption
A739429,Transfer
A673790,Return to Owner
A677909,Adoption
A688631,Transfer
A681778,Transfer
A726557,Adoption
A739141,Return to Owner
A693781,Adoption
A614516,Adoption
A641781,Adoption
A715580,Return to Owner
A670285,Transfer
A676214,Euthanasia
A758274,Adoption
A622798,Return to Owner
A755362,Transfer
A713080,Adoption
A759965,Adoption
A670632,Transfer
A683351,Transfer
A757073,Transfer
A712703,Adoption
A672599,Adoption
A708637,Transfer
A583262,Return to Owner
A729207,Transfer
A736933,Transfer
A704453,Transfer
A673409,Transfer
A683188,Transfer
A722657,Adoption
A763145,Return to Owner
A755088,Adoption
A689474,Adoption
A694370,Adoption
A719831,Transfer
A706470,Adoption
A721284,Transfer
A742889,Adoption
A708774,Transfer
A729941,Adoption
A757208,Adoption
A701281,Adoption
A756564,Adoption
A730819,Adoption
A727311,Return to Owner
A728721,Transfer
A720911,Return to Owner
A674564,Transfer
A730797,Transfer
A698111,Return to Owner
A678255,Return to Owner
A743905,Adoption
A674886,Adoption
A707113,Transfer
A759946,Adoption
A735633,Transfer
A725264,Transfer
A704840,Transfer
A729802,Return to Owner
A640789,Return to Owner
A717223,Transfer
A714117,Adoption
A678202,Adoption
A683197,Transfer
A698377,Transfer
A744988,Adoption
A733808,Transfer
A724788,Transfer
A674236,Return to Owner
A671000,Transfer
A698967,Return to Owner
A693604,Adoption
A761348,Adoption
A755502,Transfer
A681711,Adoption
A684825,Transfer
A710304,Transfer
A671992,Return to Owner
A694401,Transfer
A739284,Transfer
A758905,Transfer
A673328,Adoption
A675094,Euthanasia
A688930,Adoption
A701920,Transfer
A670962,Return to Owner
A705460,Transfer
A744200,Adoption
A680306,Adoption
A754086,Adoption
A703281,Transfer
A678906,Adoption
A606788,Adoption
A699633,Transfer
A719090,Adoption
A691765,Return to Owner
A674106,Adoption
A700050,Transfer
A737714,Adoption
A765047,Transfer
A759388,Transfer
A745090,Return to Owner
A740614,Adoption
A754115,Adoption
A667273,Transfer
A762288,Transfer
A670790,Transfer
A757662,Adoption
A556234,Transfer
A670680,Adoption
A719272,Adoption
A610901,Adoption
A717092,Return to Owner
A636020,Return to Owner
A691681,Adoption
A681075,Adoption
A684561,Transfer
A761260,Transfer
A748602,Adoption
A692263,Transfer
A689985,Adoption
A751393,Transfer
A681269,Transfer
A704855,Adoption
A685685,Adoption
A737801,Adoption
A700638,Adoption
A704382,Adoption
A705037,Transfer
A700379,Transfer
A624682,Adoption
A756056,Adoption
A624763,Adoption
A682577,Transfer
A538342,Return to Owner
A702872,Adoption
A673262,Transfer
A742137,Return to Owner
A715321,Return to Owner
